internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22680465,Mergellus albellus,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Mergellus,albellus,,,,,"(Linnaeus, 1758)",
22680003,Tadorna ferruginea,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Tadorna,ferruginea,,,,,"(Pallas, 1764)",
22680348,Netta rufina,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Netta,rufina,,,,,"(Pallas, 1773)",
22680391,Aythya fuligula,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,fuligula,,,,,"(Linnaeus, 1758)",
22680313,Spatula querquedula,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Spatula,querquedula,,,,,"(Linnaeus, 1758)",<em>Spatula querquedula</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Anas</em>.
22680149,Mareca strepera,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Mareca,strepera,,,,,"(Linnaeus, 1758)",<em>Mareca strepera</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Anas</em>.
22690088,Columba oenas,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,oenas,,,,,"Linnaeus, 1758",
22690117,Columba bollii,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,bollii,,,,,"Godman, 1872",
22689887,Caprimulgus europaeus,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,europaeus,,,,,"Linnaeus, 1758","Closely related to <em>C. fraenatus</em> and <em>C. rufigena</em>. Sometimes considered to be replaced to the E by <em>C. indicus</em>. Previously recognised species Vaurie's Nightjar <em>C. centralasicus </em>(del Hoyo and Collar 2014) known from a single specimen collected on the southern edge of the Taklamakan Desert, Xinjiang, China, in September 1929, now considered to have been a juvenile European Nightjar <em>C. europaeus</em> of the pale subspecies <em>plumipes</em>; this confirmed by genetic barcoding (Schweizer <em>et al.</em> 2020), although the possibility it was a hybrid cannot be excluded. Much of geographical variation is clinal. Six subspecies recognized."
22686774,Tachymarptis melba,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Tachymarptis,melba,,,,,"(Linnaeus, 1758)",
22686800,Apus apus,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Apus,apus,,,,,"(Linnaeus, 1758)",
22692543,Crex crex,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Crex,crex,,,,,"(Linnaeus, 1758)",
22692676,Porzana porzana,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porzana,porzana,,,,,"(Linnaeus, 1766)",
22692663,Zapornia parva,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Zapornia,parva,,,,,"(Scopoli, 1769)",<em>Zapornia parva</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Porzana</em>.
22692146,Grus grus,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,grus,,,,,"(Linnaeus, 1758)","Hybrids with <em>G. monacha </em>recorded on migration in NE China (Williams <em>et al.&#160;</em>1992). New subspecies <em>archibaldi </em>appears to be distinctive owing to absence of red on hindcrown, but other characters remain to be determined; not yet accepted by some authorities (Dickinson &amp; Remsen 2013). E form <em>lilfordi</em> (Turkey to EC Asia; wintering NE Africa E to S China) sometimes recognized, but here regarded as probably undiagnosable, differences from nominate believed to be based on plumage colour variations due in part to differences in feather-painting behaviour. Two subspecies recognized."
22697691,Ciconia ciconia,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,CICONIIDAE,Ciconia,ciconia,,,,,"(Linnaeus, 1758)",
22697346,Botaurus stellaris,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Botaurus,stellaris,,,,,"(Linnaeus, 1758)",
62774969,Egretta garzetta,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Egretta,garzetta,,,,,"(Linnaeus, 1766)","<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">Egretta gularis&#160;</em>(del Hoyo and Collar 2014) contains the taxon&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">dimorpha</em>, which was previously included within&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">E</em><em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">. garzetta&#160;</em>following Kushlan and Hancock (2005)<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">.&#160;</em>Prior to that, all three taxa were treated as separate species following Sibley and Monroe (1990, 1993)."
22693727,Pluvialis apricaria,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Pluvialis,apricaria,,,,,"(Linnaeus, 1758)",
22693906,Eudromias morinellus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Eudromias,morinellus,,,,,"(Linnaeus, 1758)",
22693983,Vanellus spinosus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Vanellus,spinosus,,,,,"(Linnaeus, 1758)",
22693178,Numenius phaeopus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,phaeopus,,,,,"(Linnaeus, 1758)",
22693468,Calidris pugnax,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pugnax,,,,,"(Linnaeus, 1758)",<em>Calidris pugnax</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Philomachus</em>.
22693369,Calidris alba,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alba,,,,,"(Pallas, 1764)",
22693085,Gallinago stenura,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,stenura,,,,,"(Bonaparte, 1830)",
22693133,Lymnocryptes minimus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Lymnocryptes,minimus,,,,,"(Brünnich, 1764)",
22693264,Actitis hypoleucos,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Actitis,hypoleucos,,,,,"Linnaeus, 1758",
22693243,Tringa ochropus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,ochropus,,,,,"Linnaeus, 1758",
22693207,Tringa erythropus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,erythropus,,,,,"(Pallas, 1764)",
22693220,Tringa nebularia,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,nebularia,,,,,"(Gunnerus, 1767)",
22693211,Tringa totanus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,totanus,,,,,"(Linnaeus, 1758)",
22693247,Tringa glareola,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,glareola,,,,,"Linnaeus, 1758",
22693216,Tringa stagnatilis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,stagnatilis,,,,,"(Bechstein, 1803)",
22694782,Chlidonias leucopterus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chlidonias,leucopterus,,,,,"(Temminck, 1815)",
22689194,Glaucidium passerinum,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Glaucidium,passerinum,,,,,"(Linnaeus, 1758)","Sometimes considered to form a species-group with <em>G. brodiei </em>and <em>G. perlatum</em>, and New World <em>G. gnoma</em> (with recently separated <em>G. cobanense</em> and <em>G. hoskinsii</em>) and <em>G. californicum</em>, but DNA evidence shows that present species and <em>G. californicum</em> are not closely related. Subspecies <em>orientale</em> intergrades with nominate in W Siberia and Altai Mts. Two subspecies recognized."
22725469,Strix aluco,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Strix,aluco,,,,,"Linnaeus, 1758","<em>Strix aluco&#160;</em>and&#160;<em>S. nivicolum&#160;</em>(del Hoyo and Collar 2014) were previously lumped as&#160;<em>S. aluco&#160;</em>following Sibley and Monroe (1990, 1993)."
22726503,Picus canus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Picus,canus,,,,,"Gmelin, 1788","<p><em>Picus canus, P. guerini </em>and<em> P. dedemi </em>(del Hoyo and Collar 2014) were previously lumped as <em>P. canus </em>following Sibley and Monroe (1990, 1993).</p>"
22725022,Picus viridis,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Picus,viridis,,,,,"Linnaeus, 1758",
22681382,Dryocopus martius,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Dryocopus,martius,,,,,"(Linnaeus, 1758)",
22727137,Picoides tridactylus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Picoides,tridactylus,,,,,"(Linnaeus, 1758)","<p><em>Picoides tridactylus </em>and<em> P. funebris </em>(del Hoyo and Collar 2014) were previously lumped as <em>P. tridactylus </em>following AOU (2003). <em>P. tridactylus</em> (del Hoyo and Collar 2014) was previously split into <em>P. tridactylus</em> and <em>P. dorsalis</em> following AOU (2003), and prior to that all three taxa were lumped as<em> P. tridactylus </em>following Sibley and Monroe (1990, 1993).</p>"
22681127,Dendrocopos syriacus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Dendrocopos,syriacus,,,,,"(Ehrenberg, 1833)",
22681124,Dendrocopos major,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Dendrocopos,major,,,,,"(Linnaeus, 1758)",
22679460,Lagopus lagopus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Lagopus,lagopus,,,,,"(Linnaeus, 1758)",
22686856,Apus affinis,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Apus,affinis,,,,,"(Gray, 1830)",
22694013,Vanellus indicus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Vanellus,indicus,,,,,"(Boddaert, 1783)",
22683027,Alcedo atthis,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Alcedo,atthis,,,,,"(Linnaeus, 1758)",
22679862,Cygnus columbianus,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Cygnus,columbianus,,,,,"(Ord, 1815)",
22692907,Fulica cristata,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Fulica,cristata,,,,,"Gmelin, 1789",
22680500,Turnix sylvaticus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,TURNICIDAE,Turnix,sylvaticus,,,,,"(Desfontaines, 1787)",Gender agreement of species name follows David and Gosselin (2002).
22689012,Ketupa zeylonensis,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ketupa,zeylonensis,,,,,"(Gmelin, 1788)",
22728245,Chlamydotis undulata,ANIMALIA,CHORDATA,AVES,OTIDIFORMES,OTIDIDAE,Chlamydotis,undulata,,,,,"(Jacquin, 1784)","<p><em>Chlamydotis undulata </em>and<em> C. macqueenii </em>(del Hoyo and Collar 2014) were previously lumped as <em>C. undulata </em>following Sibley and Monroe (1990, 1993).<em> &#160;</em></p>"
22678111,Casuarius bennetti,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,CASUARIIDAE,Casuarius,bennetti,,,,,"Gould, 1857",
22678157,Nothocercus julius,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Nothocercus,julius,,,,,"(Bonaparte, 1854)",
22678163,Crypturellus berlepschi,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,berlepschi,,,,,"Rothschild, 1897",
22678166,Crypturellus cinereus,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,cinereus,,,,,"(Gmelin, 1789)",
22678176,Crypturellus obsoletus,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,obsoletus,,,,,"(Temminck, 1815)",
22678182,Crypturellus undulatus,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,undulatus,,,,,"(Temminck, 1815)",
22678188,Crypturellus strigulosus,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,strigulosus,,,,,"(Temminck, 1815)",
22678194,Crypturellus kerriae,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,kerriae,,,,,"(Chapman, 1915)",
22678217,Crypturellus noctivagus,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,noctivagus,,,,,"(Wied, 1820)",
22678223,Crypturellus variegatus,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,variegatus,,,,,"(Gmelin, 1789)",
22678226,Crypturellus brevirostris,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,brevirostris,,,,,"(Pelzeln, 1863)",
22678229,Crypturellus bartletti,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,bartletti,,,,,"(Sclater & Salvin, 1873)",
22678254,Nothoprocta ornata,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Nothoprocta,ornata,,,,,"(Gray, 1867)",
22678259,Nothoprocta pentlandii,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Nothoprocta,pentlandii,,,,,"(Gray, 1867)",
22678262,Nothoprocta cinerascens,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Nothoprocta,cinerascens,,,,,"(Burmeister, 1860)",
22678268,Nothoprocta curvirostris,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Nothoprocta,curvirostris,,,,,"Sclater & Salvin, 1873",
22678271,Nothura darwinii,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Nothura,darwinii,,,,,"Gray, 1867",
22678283,Nothura boraquira,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Nothura,boraquira,,,,,"(Spix, 1825)",
22678289,Eudromia elegans,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Eudromia,elegans,,,,,"Geoffroy Saint-Hilaire, 1832",
22678294,Eudromia formosa,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Eudromia,formosa,,,,,"(Lillo, 1905)",
22678299,Tinamotis pentlandii,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Tinamotis,pentlandii,,,,,"Vigors, 1837",
22678302,Tinamotis ingoufi,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Tinamotis,ingoufi,,,,,"Oustalet, 1890",
22678312,Ortalis garrula,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Ortalis,garrula,,,,,"(Humboldt, 1805)",
22678315,Ortalis ruficauda,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Ortalis,ruficauda,,,,,"Jardine, 1847",
22678328,Ortalis canicollis,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Ortalis,canicollis,,,,,"(Wagler, 1830)",
22678342,Ortalis motmot,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Ortalis,motmot,,,,,"(Linnaeus, 1766)",
22678348,Ortalis superciliaris,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Ortalis,superciliaris,,,,,"Gray, 1867",
22678354,Penelope argyrotis,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,argyrotis,,,,,"(Bonaparte, 1856)",
22678364,Penelope montagnii,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,montagnii,,,,,"(Bonaparte, 1856)",
22678367,Penelope marail,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,marail,,,,,"(Müller, 1776)",
22678373,Penelope dabbenei,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,dabbenei,,,,,"Hellmayr & Conover, 1942",
22678386,Penelope jacquacu,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,jacquacu,,,,,"Spix, 1825",
22678389,Penelope obscura,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,obscura,,,,,"Temminck, 1815",
22678398,Penelope jacucaca,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,jacucaca,,,,,"Spix, 1825",
22678440,Aburria aburri,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Aburria,aburri,,,,,"(Lesson, 1828)",
22678446,Chamaepetes goudotii,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Chamaepetes,goudotii,,,,,"(Lesson, 1828)",
22678461,Nothocrax urumutum,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Nothocrax,urumutum,,,,,"(Spix, 1825)",
22678464,Mitu tomentosum,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Mitu,tomentosum,,,,,"(Spix, 1825)",
22678472,Mitu salvini,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Mitu,salvini,,,,,"(Reinhardt, 1879)",
22678497,Pauxi pauxi,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Pauxi,pauxi,,,,,"(Linnaeus, 1766)",
22678537,Crax globulosa,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Crax,globulosa,,,,,"Spix, 1825",
22678544,Crax blumenbachii,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Crax,blumenbachii,,,,,"Spix, 1825",
22678555,Aepypodius arfakianus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,MEGAPODIIDAE,Aepypodius,arfakianus,,,,,"(Salvadori, 1877)",
22678568,Talegalla fuscirostris,ANIMALIA,CHORDATA,AVES,GALLIFORMES,MEGAPODIIDAE,Talegalla,fuscirostris,,,,,"Salvadori, 1877",
22678572,Talegalla jobiensis,ANIMALIA,CHORDATA,AVES,GALLIFORMES,MEGAPODIIDAE,Talegalla,jobiensis,,,,,"Meyer, 1874",
22678607,Megapodius decollatus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,MEGAPODIIDAE,Megapodius,decollatus,,,,,"Oustalet, 1878",<em>Megapodius decollatus</em> (del Hoyo and Collar 2014) was previously listed as <em>M. affinis</em>; the name <em>decollatus</em> has priority.
22678615,Megapodius layardi,ANIMALIA,CHORDATA,AVES,GALLIFORMES,MEGAPODIIDAE,Megapodius,layardi,,,,,"Tristram, 1879",
22678649,Lerwa lerwa,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Lerwa,lerwa,,,,,"(Hodgson, 1833)",
22678657,Ammoperdix heyi,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Ammoperdix,heyi,,,,,"(Temminck, 1825)",
22678667,Tetraogallus tibetanus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,tibetanus,,,,,"Gould, 1854",
22678670,Tetraogallus altaicus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Tetraogallus,altaicus,,,,,"(Gebler, 1836)",
22678676,Tetraophasis obscurus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Tetraophasis,obscurus,,,,,"(Verreaux, 1869)",
22678680,Tetraophasis szechenyii,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Tetraophasis,szechenyii,,,,,"Madarász, 1885",
22678698,Alectoris philbyi,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Alectoris,philbyi,,,,,"Lowe, 1934",
22678703,Alectoris magna,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Alectoris,magna,,,,,"(Przewalski, 1876)",
22678714,Alectoris melanocephala,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Alectoris,melanocephala,,,,,"(Rüppell, 1835)",
22678722,Francolinus pictus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,pictus,,,,,"(Jardine & Selby, 1828)",
22678725,Francolinus pintadeanus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,pintadeanus,,,,,"(Scopoli, 1786)",
22678733,Ortygornis gularis,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Ortygornis,gularis,,,,,"(Temminck, 1815)","Previously (del Hoyo and Collar 2014) listed as <em>Francolinus gularis</em> but moved to current genus following Kimball <em>et al.</em> (2021). Birds from W of range (Uttar Pradesh) described as a geographical subspecies, <em>ridibundus</em>, but generally considered not worthy of recognition. Monotypic."
22678740,Campocolinus albogularis,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Campocolinus,albogularis,,,,,"(Hartlaub, 1854)","Previously (del Hoyo and Collar 2014) placed in the genus <em>Peliperdix </em>and before that in the genus <em>Francolinus</em> but the analyses of Kimball <em>et al. </em>(2021) showed that as prescribed <em>Peliperdix </em>is not monophyletic so now moved to the current genus. Isolated E subspecies <em>dewittei</em> fairly distinctive (male with rufous breast patch more complete, chestnut on mantle reduced, female generally darker and more boldly marked); voice apparently unreported and in need of comparison with other taxa; may merit elevation to species rank (Cotterill 2006). Doubtfully valid subspecies <em>meinertzhageni </em>(E Angola and W Zambia) and<em> gambagae</em> (Ghana) included respectively in <em>dewittei</em> and <em>buckleyi</em>. Three subspecies recognized."
22678744,Campocolinus schlegelii,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Campocolinus,schlegelii,,,,,"(Heuglin, 1863)",Previously (del Hoyo and Collar 2014) placed in the genus <em>Peliperdix </em>and before that in the genus <em>Francolinus</em> but the analyses of Kimball <em>et al.</em> (2021) showed that as prescribed <em>Peliperdix </em>is not monophyletic so now moved to the current genus. Previously considered a subspecies of <em>C. coqui</em>. Proposed subspecies <em>confusus</em> (Cameroon) considered invalid. Monotypic.
22678748,Peliperdix lathami,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Peliperdix,lathami,,,,,"(Hartlaub, 1854)","<em>Peliperdix lathami </em>(del Hoyo and Collar 2014) was previously placed in the genus <em>Francolinus</em>. The phylogeny of Kimball <em>et al.</em> (2021) confirmed this species' distinctiveness and justified its retention in a monotypic genus, the three other species formerly placed in this genus being moved to <em>Campocolinus</em>. Two subspecies recognized."
